title_norm,level_1,level_2
مدیر امورحقوقی و پیمانها,1,12
رئیس گروه مطالعات فناوری نو,1,12
رئیس گروه مهندسی مکانیک,1,13
رییس اداره فناوری اطلاعات وارتباطات,1,12
مدیرعامل تعاونی مسکن,1,11
رئیس اداره تدارکات کارشناس,1,12
رئیس کارگاه ابزارسازی,1,13
سرپرستتراشکاری,1,13
رئیس اداره ثبت اسناد و املاک استان یا شهرستان,1,11
رئیس نوبتکاری نگهداری و تعمیرات برق,1,13
رئیس واحد بوتن یک کارخانه پلی اتیلن سبک خطی و بوتن یکlldpe,1,13
رئیس اداره برق رضی,1,13
مدیر ارشد مالی,1,12
مدیر امور اداری و پیشتیبانی,1,12
رئیس اداره مدیریت توسعه و پشتیبانی سیستمها و فرآیندها,1,12
رئیس اداره کل پشتیبانی و املاک,1,12
سرپرست اداره سخت افزار,1,12
رئیس دایره حوالجات,1,12
کارشناس و رئیس دایره امور مالی و تجهیز منابع,1,12
اداره امور ناوگان اداره کل راه اهن شمال رئیس اداره ناوگان,1,13
سرپرست واحد بخاروتصفیه اب,1,13
فورمن تعمیرگاه مرکزی,1,13
رئیس اداره بهره برداری پستهای ناحیه اردبیل,1,13
رئیس اداره حفظ نباتات,1,13
سرشیفت پای کوره,1,13
سرکارگرنخ تابی,1,13
مسئول نگهداری و تعمیرات ابزار دقیق سرویسهای آب و برق و بخار و نیروگاه گازی,1,13
مسئول تعمیرات تاسیسات تهویه,1,13
مسئول ماشین کاری وقالبسازی,1,13
بخشدارمرکزی اشنویه,1,11
رییس اداره کشت و بهره برداری,1,13
مدیر انتشارات,1,12
معاون فنی مدیریت جهادکشاورزی شهرستان زرین دشت,1,13
رییس اداره برنامه ریزی و نظارت,1,12
رئیس اداره مونتاژ,1,13
سرپرست اجرای داربست بندی,1,13
سرپرست اداره ارزیابی عملکرد،توسعه بهره وری,1,12
سرپرست اداره منابع انسانی,1,12
سرپرست اداره کوره بخار,1,13
رییس بخش برنامه ریزی و سفارشات,1,12
رییس برنامه ریزی و تحقیقات بازاریابی,1,12
مدیر مدیریت شهری و ارتباطات منطقه ای,1,11
رییس اداره خریدهای تجهیزات غیر تولیدی و ابزارآلات,1,12
سرپرست فنی سالن های تولید,1,13
سرپرست مدیریت حفاظت محصول,1,13
سرپرست بهداشت حرفه ای محیط زیست و ایمنی,1,13
مسئول تعمیرگاه ریسندگی,1,13
رئیس اداره ساری,1,11
سرپرست تعمیرات نوبتکار,1,13
مدیر کل منابع طبیعی و آبخیزداری استان,1,11
مدیرآزمایشگاه وکالیبراسیون,1,13
معاون اداره تدارکات,1,12
رییس خزانه داری و دریافت و پرداخت,1,12
سرپرست در قسمت حسابداری بازرگانی بخش امور مالی,1,12
مسیول ترانسپورت تونلی وتامین مصالح معدن,1,13
واحد ستاره دار تشکیلات معاون مدیرکل فرایندها و تحول اداری,1,12
معاون مدیریت بحران,1,11
معاون مدیر لامپ کم مصرف,1,13
رئیس مرکز ارزی,1,12
سرپرست عملیات ماشینهای سنگین وتعمیرات خودروها,1,13
مسئول امور دارایی و هماهنگی شرکتهای تابعه,1,12
رئیس برنامه ریزی و کنترل تولید و توزیع منابع,1,13
سرپرست امور اجتماعی و فرهنگی,1,11
سرپرست برنامه ریزی و پایش اطلاعات,1,12
مسئول امور قرارگاه اجتماعی,1,11
مسئول شیفت نگهداری وتعمیرات برق ذوب فولاد سازی,1,13
مدیر امور برق,1,13
رئیس واحدea,1,13
سرکارگر دستگاه آسیاب خاک,1,13
مدیر اموراراضی,1,12
معاون امور ورزش,1,11
معاون برنامه ریزی و اشتغال,1,11
مسئول تعمیرات نگهداری و نصب,1,13
مسئول شیفت پرسکاری شمالی,1,13
رئیس اموراداری رفاه وپشتیبانی,1,12
رئیس برنامه ریزی و کنترل تولید cfl,1,13
رییس خرید مواد اولیه اساسی,1,12
معاون دفتر امور بانوان و خانواده,1,11
معاون حقوقی موسسه,1,12
رئیس نت اتومکانیک,1,13
رئیس کارشناس مسئول ازمایشگاه,1,13
رئیس کتابخانه دانشکده تربیت بدنی وعلوم ورزشی,1,12
سرشیفت کارگاه تجهیزات وماشین آلات ماشین ومونتاژ,1,13
سرکارگر خط لوله سازی تولید,1,13
عضو هییت مدیره شرکت سایان کارت,1,11
مسئول فروشگاه روابط عمومی,1,12
فرماندار شهرضا,1,11
سرپرست تعالی سازمانی,1,12
معاون ارزی ریالی شعبه ممتاز الف رتبه یک,1,12
معاون بهره وری و اقتصادی,1,12
سرپرست قوطی سازی قطعه سازی,1,13
رئیس متالورژی و توسعه محصولات,1,13
رئیس مهندسی احتراق و ضایعات مواد نفتی,1,13
رییس گروه نظارت و ارزیابی ورزش همگانی,1,12
سرپرست کیفیت قطعات ورودی دنده ای و محوری,1,13
رییس اداره برنامه ریزی و کنترل تامین مواد و قطعات گیربکس و اکسل,1,13
مسئول برنامه ریزی کارگاه تجهیزات وماشین آلات ماشین ومونتاژ,1,13
جانشین رئیس برق والکترونیک,1,13
رئیس برنامه ریزی و کنترل نگهداری و تعمیرات نورد گرم,1,13
رییس مطالعات فنی و تکنولوژی,1,13
معاون درآمدهای مالیاتی مرکز,1,12
معاون ذیحساب و مدیر کل امور مالی,1,12
معاون شعبه مخابرات کرج,1,12
رییس اداره حسابداری انبارها,1,12
مدیران رستوران ها,1,14
سرپرست توسعه و استقرار نظامهای منابع انسانی,1,12
سرپرست تولیدشیفت وکنترل,1,13
سرپرست نگهداری و تعمیرات برق نقاشی,1,13
سرپرست چاپ,1,13
رئیس گروه نظارت بر فدراسیونها,1,12
سرپرست اداره حسابداری کارکنان,1,12
سرپرست اداره پیمان و رسیدگی,1,12
مدیر دفتر بیمه,1,12
مدیر قالب های صنعتی,1,13
رییس گروه تشکیلات,1,12
معاون آموزش ونوآوری,1,12
سرشیفت لعاب و چاپ,1,13
رئیس گروه مدیریت دانش و همکاریهای علمی,1,12
رئیس گروه نظارت,1,12
رئیس گروه هماهنگی امور سرمایه گذاری,1,12
سرپرست اداره تحقیقات و نوآوری بازاریابی و فروش,1,12
رئیس تعمیرات برق,1,13
رییس دفتر فنی و برنامه ریزی تعمیرات,1,13
رئیس دایره بازاریابی و فروش خدمات,1,12
رییس اداره نشت یابی و مدار فرمان خطوط فشارقوی انتقال و فوق توزیع,1,13
عضو هیئت,1,11
عضو هیئت م,1,11
رئیس حراست پرسنل اسناد مدارک it,1,12
رئیس دانشکده علوم ورزشی,1,13
عضو هیئت مدیره قائم مقام,1,11
عضوهیات مدیره,1,11
مسئول اموراداری ومالی,1,12
سرپرست انبارخاک خط,1,13
مدیر آموزشگاههای حرفه ای,1,13
رئیس مطالعات فنی و تکنولوژی,1,13
رییس برنامه ریزی و کنترل نگهداری و تعمیرات نورد گرم,1,13
رییس تعمیرات برق,1,13
ذیحساب و مدیرکل امور مالی ستاد فرماندهی,1,12
رئیس گروه برنامه ریزی و ارزیابی آموزشی,1,12
معاون مدیر امور خدمات پشتیبانی,1,12
اداره سیر و حرکت اداره کل راه اهن اصفهان رئیس ایستگاه اصفهان,1,13
اداره سیر و حرکت اداره کل راه اهن جنوب معاون اداره سیر و حرکت بند,1,13
اداره سیر و حرکت اداره کل راه اهن لرستان معاون گار,1,13
اداره سیر و حرکت اداره کل راه اهن لرستانمعاون گار,1,13
سرپرست کنترل حین تولید ماشینکاری,1,13
سرکارگرفنی سیلو,1,13
سرپرست برنامه ریزی و راهبرد توسعه حراست,1,12
معاون توسعه مدیریت منابع انسانی,1,12
رئیس کنترل کیفیت ورود کالا,1,13
رئیس گروه تدوین مقررات,1,11
مسئول کارخانه قند,1,13
سرپرست تحقیقات صنعتی,1,13
فرمن سه قرص سازی دستگاه پرس قرص مانستی,1,13
معاون مدیر کل دفتر فنی,1,13
سرپرست واحد تولید پودر,1,13
مدیرحوزه ریاست سازمان,1,11
مدیرکل فناوری اطلاعات,1,12
مسئول کنترل فرآیندهای فروش,1,12
جانشین سرپرست نگهداری و تعمیرات,1,13
رئیس امورحسابرسی مالیاتی اا,1,12
مسوول خدمات مالی,1,12
سرپرست نیرو بخار,1,13
سرپرست کل تاسیسات,1,13
مسئول دفتر آموزش,1,12
رئیس اداره هواشناسی سینوپتیک فرودگاهی اصلی,1,13
سرپرست اداره خرید ماشین آلات و لوازم یدکی,1,12
رئیس مرکزمهندسی عملیات سوئیچ بین الملل ای اس ام سی ش,1,13
سرپرست واحد یک بازیابی مواد,1,13
رییس گروه برنامه ریزی و ارزیابی آموزشی,1,12
مسئول فنی و اجرایی حوزه چهار,1,13
معاونت بازرگانی و بهره برداری معاون مدیرکل در امور بازرگانی,1,12
گروه امور مسافری اداره کل راه اهن شمال رئیس گروه امور مسافری,1,13
مدیر دفتر دادستان,1,12
کارشناس مسئول خدمات عمومی,1,12
مسئول مرکز داده ها,1,13
معاون پرورشی مدیرکل,1,13
مسئول گروه بازرسی ماشین آلات دوار,1,13
مسئول باشگاه ورزشی وتربیت بدنی,1,14
مسیول فرآیند مونتاژ یک,1,13
رئیس اداره بهداشت صنعتی,1,13
رئیس کارگاه تراشکاری,1,13
سرکارگراکستراکسیون,1,13
سرکارگرخدمات عمومی,1,14
سرپرست انتشارات,1,14
رئیس گروه مطالعات آبهای سطحی حوزه کارون,1,13
مدیر تیم فناوری اطلاعات,1,13
مدیر عضوهسته,1,12
رئیس گزارشات و تحلیل های مالی و اقتصادی,1,12
رییس اداره تاسیسات مکانیکی و برقی,1,13
رئیس اداره تعمیرات والو,1,13
رئیس اداره حفاظت اماکن,1,12
رئیس مهندسی فروش,1,12
رئیس پرسنلی,1,12
مدیر اموال,1,12
مسئول نوبتکاری واحد دانه بندی hdpe,1,13
سرپرست تعمیرات و نگهداری بی سیم,1,13
سرپرست نیروگاه نوبتکار,1,13
معاون حقوق و مزایا,1,12
رئیس هسته گزینش همترازرئیس اداره درجه1,1,12
رئیس اداره امورپیمانهاوقراردادها کارشناس,1,12
رئیس بازرسی و رسیدگی به شکایات مشتریان,1,12
